Text,Problem,Question,Numbers,Equation,Answer,Constants
"Keith spent $ 6.51 on a rabbit toy , $ 5.79 on pet food , and a cage cost him $ 12.51 . He found a dollar bill on the ground . What was the total cost of Keith 's purchases ?","Keith spent $ [NUM] on a rabbit toy , $ [NUM] on pet food , and a cage cost him $ [NUM] . He found a dollar bill on the ground . What was the total cost of Keith 's purchases ?",What was the total cost of Keith 's purchases ?,6.51 5.79 12.51,( n0 + n1 ) + n2,24.81,
Lemon heads come in packages of 6.0 . Louis ate 54.0 Lemon Heads . How many whole boxes did he eat and how many Lemon Heads does he have left ?,Lemon heads come in packages of [NUM] . Louis ate [NUM] Lemon Heads . How many whole boxes did he eat and how many Lemon Heads does he have left ?,How many whole boxes did he eat and how many Lemon Heads does he have left ?,6.0 54.0,n1 / n0,9,
"A pet store has 6.0 bird cages . If each cage has 2.0 parrots and 7.0 parakeets in it , how many birds does the pet store have total ?","A pet store has [NUM] bird cages . If each cage has [NUM] parrots and [NUM] parakeets in it , how many birds does the pet store have total ?",how many birds does the pet store have total ?,6.0 2.0 7.0,n0 * ( n1 + n2 ),54,
"If Benjamin strolled 14.0 miles at 2.0 miles per hour , how long was Benjamin travelling ?","If Benjamin strolled [NUM] miles at [NUM] miles per hour , how long was Benjamin travelling ?",how long was Benjamin travelling ?,14.0 2.0,n0 / n1,7,
Jason grew 37.0 watermelons and 30.0 pumpkins . Sandy grew 11.0 watermelons . How many watermelons did they grow in total ?,Jason grew [NUM] watermelons and [NUM] pumpkins . Sandy grew [NUM] watermelons . How many watermelons did they grow in total ?,How many watermelons did they grow in total ?,37.0 30.0 11.0,n0 + n2,48,
"Each chocolate bar in a box cost $ 4.0 . If a box had 11.0 bars total and Vanessa sold all but 7.0 bars , how much money would she have made ?","Each chocolate bar in a box cost $ [NUM] . If a box had [NUM] bars total and Vanessa sold all but [NUM] bars , how much money would she have made ?",how much money would she have made ?,4.0 11.0 7.0,n0 * ( n1 - n2 ),16,
There are 16.0 bottle caps in a box . Marvin takes 6.0 bottle caps . How many are left ?,There are [NUM] bottle caps in a box . Marvin takes [NUM] bottle caps . How many are left ?,How many are left ?,16.0 6.0,n0 - n1,10,
Mary had 8.0 potatoes in the garden . The rabbits ate 3.0 of the potatoes . How many potatoes does Mary now have ?,Mary had [NUM] potatoes in the garden . The rabbits ate [NUM] of the potatoes . How many potatoes does Mary now have ?,How many potatoes does Mary now have ?,8.0 3.0,n0 - n1,5,
"A ship is filled with 5973.0 tons of cargo . It stops in the Bahamas , where sailors load 8723.0 more tons of cargo onboard . How many tons of cargo does the ship hold now ?","A ship is filled with [NUM] tons of cargo . It stops in the Bahamas , where sailors load [NUM] more tons of cargo onboard . How many tons of cargo does the ship hold now ?",How many tons of cargo does the ship hold now ?,5973.0 8723.0,n0 + n1,14696,
George has 5.0 boxes of eggs . Each box holds 3.0 eggs and there are 9.0 boxes in a case . How many eggs does George have ?,George has [NUM] boxes of eggs . Each box holds [NUM] eggs and there are [NUM] boxes in a case . How many eggs does George have ?,How many eggs does George have ?,5.0 3.0 9.0,n0 * n1,15,
"The school cafeteria ordered 33.0 red apples and 23.0 green apples for students lunches . But , if only 21.0 students wanted fruit , how many extra did the cafeteria end up with ?","The school cafeteria ordered [NUM] red apples and [NUM] green apples for students lunches . But , if only [NUM] students wanted fruit , how many extra did the cafeteria end up with ?",how many extra did the cafeteria end up with ?,33.0 23.0 21.0,( n0 + n1 ) - n2,35,
Tim had 50.0 cents . He paid 45.0 cents for a candy bar . How much change will he get ?,Tim had [NUM] cents . He paid [NUM] cents for a candy bar . How much change will he get ?,How much change will he get ?,50.0 45.0,n0 - n1,5,
Annie starts with 4.0 crayons . Matthew gives Annie 36.0 more . How many crayons does Annie end with ?,Annie starts with [NUM] crayons . Matthew gives Annie [NUM] more . How many crayons does Annie end with ?,How many crayons does Annie end with ?,4.0 36.0,n0 + n1,40,
James rode 80.0 miles at 16.0 miles per hour . How long did James ride ?,James rode [NUM] miles at [NUM] miles per hour . How long did James ride ?,How long did James ride ?,80.0 16.0,n0 / n1,5,
There are 4.0 crayons in each box . How many crayons are in 3.0 boxes ?,There are [NUM] crayons in each box . How many crayons are in [NUM] boxes ?,How many crayons are in [NUM] boxes ?,4.0 3.0,n0 * n1,12,
"Peter has 3.0 candies stored in boxes . If there are 3.0 boxes , how many candies must go in each box ?","Peter has [NUM] candies stored in boxes . If there are [NUM] boxes , how many candies must go in each box ?",how many candies must go in each box ?,3.0 3.0,n0 / n1,1,
Robin has 27.0 packages of gum . There are 18.0 pieces in each package . How many pieces of gum does Robin have ?,Robin has [NUM] packages of gum . There are [NUM] pieces in each package . How many pieces of gum does Robin have ?,How many pieces of gum does Robin have ?,27.0 18.0,n0 * n1,486,
"For Halloween Megan received 11.0 pieces of candy from neighbors and 5.0 pieces from her older sister . If she only ate 8.0 pieces a day , how long would the candy last her ?","For Halloween Megan received [NUM] pieces of candy from neighbors and [NUM] pieces from her older sister . If she only ate [NUM] pieces a day , how long would the candy last her ?",how long would the candy last her ?,11.0 5.0 8.0,( n0 + n1 ) / n2,2,
Joyce starts with 75.0 apples . She gives 52.0 to Larry . How many apples does Joyce end with ?,Joyce starts with [NUM] apples . She gives [NUM] to Larry . How many apples does Joyce end with ?,How many apples does Joyce end with ?,75.0 52.0,n0 - n1,23,
"Mike made 14.0 dollars mowing lawns and 26.0 dollars weed eating . If he only spent 5.0 dollar a week , how long would the money last him ?","Mike made [NUM] dollars mowing lawns and [NUM] dollars weed eating . If he only spent [NUM] dollar a week , how long would the money last him ?",how long would the money last him ?,14.0 26.0 5.0,( n0 + n1 ) / n2,8,
Mrs. Hilt reads 5.0 books a day . How many books does she read in 3.0 days ?,Mrs. Hilt reads [NUM] books a day . How many books does she read in [NUM] days ?,How many books does she read in [NUM] days ?,5.0 3.0,n0 * n1,15,
James ate 22.0 carrot sticks before dinner and 15.0 more after dinner . How many carrot sticks did he eat ?,James ate [NUM] carrot sticks before dinner and [NUM] more after dinner . How many carrot sticks did he eat ?,How many carrot sticks did he eat ?,22.0 15.0,n0 + n1,37,
"Vincent bought 10.0 books about animals , 1.0 book about outer space , and 3.0 books about trains . Each book cost $ 16.0 . How much did Vincent spend on the books ?","Vincent bought [NUM] books about animals , [NUM] book about outer space , and [NUM] books about trains . Each book cost $ [NUM] . How much did Vincent spend on the books ?",How much did Vincent spend on the books ?,10.0 1.0 3.0 16.0,( ( n0 + n1 ) + n2 ) * n3,224,
"Alyssa went to 11.0 soccer games this year , but missed 12.0 . She went to 13.0 games last year and plans to go to 15.0 games next year . How many soccer games will Alyssa go to in all ?","Alyssa went to [NUM] soccer games this year , but missed [NUM] . She went to [NUM] games last year and plans to go to [NUM] games next year . How many soccer games will Alyssa go to in all ?",How many soccer games will Alyssa go to in all ?,11.0 12.0 13.0 15.0,( n0 + n2 ) + n3,39,
"For a birthday party Cody bought 4.0 regular sodas and 44.0 diet sodas . If his fridge would only hold 6.0 on each shelf , how many shelves would he fill up ?","For a birthday party Cody bought [NUM] regular sodas and [NUM] diet sodas . If his fridge would only hold [NUM] on each shelf , how many shelves would he fill up ?",how many shelves would he fill up ?,4.0 44.0 6.0,( n0 + n1 ) / n2,8,
William has 10.0 marbles . He shares 3.0 with Theresa . How many marbles will William have ?,William has [NUM] marbles . He shares [NUM] with Theresa . How many marbles will William have ?,How many marbles will William have ?,10.0 3.0,n0 - n1,7,
Misha has 34.0 dollars . How many dollars does she have to earn to have 47.0 dollars to buy a dog ?,Misha has [NUM] dollars . How many dollars does she have to earn to have [NUM] dollars to buy a dog ?,How many dollars does she have to earn to have [NUM] dollars to buy a dog ?,34.0 47.0,n1 - n0,13,
"Haley was playing a video game and had 14.0 lives . In a hard part of the game she lost 4.0 lives . If she got 36.0 more lives in the next level , how many lives would she have ?","Haley was playing a video game and had [NUM] lives . In a hard part of the game she lost [NUM] lives . If she got [NUM] more lives in the next level , how many lives would she have ?",how many lives would she have ?,14.0 4.0 36.0,( n0 + n2 ) - n1,46,
"Before December , customers buy 1346.0 ear muffs from the mall . During December , they buy 6444.0 , and there are none . In all , how many ear muffs do the customers buy ?","Before December , customers buy [NUM] ear muffs from the mall . During December , they buy [NUM] , and there are none . In all , how many ear muffs do the customers buy ?",how many ear muffs do the customers buy ?,1346.0 6444.0,n0 + n1,7790,
"John was organizing his baseball cards in a binder with 3.0 on each page . If he had 8.0 new cards and 16.0 old cards to put in the binder , how many pages would he use ?","John was organizing his baseball cards in a binder with [NUM] on each page . If he had [NUM] new cards and [NUM] old cards to put in the binder , how many pages would he use ?",how many pages would he use ?,3.0 8.0 16.0,( n1 + n2 ) / n0,8,
"A lawyer bills her clients 200.0 dollars per hour of service . If a client 's case requires 39.0 hours to complete , use proportion to calculate how much the client will owe the lawyer in dollars .","A lawyer bills her clients [NUM] dollars per hour of service . If a client 's case requires [NUM] hours to complete , use proportion to calculate how much the client will owe the lawyer in dollars .",how much the client will owe the lawyer in dollars .,200.0 39.0,n0 * n1,7800,
Joseph has 67.0 candies . Kathy gives Joseph 38.0 more . How many candies does Joseph have in all ?,Joseph has [NUM] candies . Kathy gives Joseph [NUM] more . How many candies does Joseph have in all ?,How many candies does Joseph have in all ?,67.0 38.0,n0 + n1,105,
"Brian ’ s car gets 20.0 miles per gallon . On his last trip , he used 3.0 gallons of gas . How many miles did he travel on his last trip ?","Brian ’ s car gets [NUM] miles per gallon . On his last trip , he used [NUM] gallons of gas . How many miles did he travel on his last trip ?",How many miles did he travel on his last trip ?,20.0 3.0,n0 * n1,60,
"Mark 's father gave him $ 85.0 . Mark bought 10.0 books , each of which cost $ 5.0 . How much money does Mark have left ?","Mark 's father gave him $ [NUM] . Mark bought [NUM] books , each of which cost $ [NUM] . How much money does Mark have left ?",How much money does Mark have left ?,85.0 10.0 5.0,n0 - ( n1 * n2 ),35,
"To fill an order , the factory dyed 61921.0 yards of silk green and 49500.0 yards pink . How many yards of silk did it dye for that order ?","To fill an order , the factory dyed [NUM] yards of silk green and [NUM] yards pink . How many yards of silk did it dye for that order ?",How many yards of silk did it dye for that order ?,61921.0 49500.0,n0 + n1,111421,
