Text,Problem,Question,Numbers,Equation,Answer
faye picked 88 flowers for her friend 's wedding . she was making bouquets with 5 flowers in each one . if 48 of the flowers wilted before the wedding how many bouquets could she still make ?,faye picked [NUM] flowers for her friend 's wedding . she was making bouquets with [NUM] flowers in each one . if [NUM] of the flowers wilted before the wedding how many bouquets could she still make ?,how many bouquets could she still make ?,88 5 48,( n0 - n2 ) / n1,8
tom bought 63 tickets at the state fair . he spent 14 tickets at the 'dunk a clown ' booth and decided to use the rest on rides . if each ride cost 7 tickets how many rides could he go on ?,tom bought [NUM] tickets at the state fair . he spent [NUM] tickets at the 'dunk a clown ' booth and decided to use the rest on rides . if each ride cost [NUM] tickets how many rides could he go on ?,how many rides could he go on ?,63 14 7,( n0 - n1 ) / n2,7
roger had 63 dollars . if he spent 48 bucks on a new game how many 3 dollar toys could he buy with the money he had left ?,roger had [NUM] dollars . if he spent [NUM] bucks on a new game how many [NUM] dollar toys could he buy with the money he had left ?,how many [NUM] dollar toys could he buy with the money he had left ?,63 48 3,( n0 - n1 ) / n2,5
roger is at the library helping put away books . there are 54 book to put away total but a librarian takes 19 of them and leaves roger with the rest . if he can fit 5 books on a shelf how many shelves will he need ?,roger is at the library helping put away books . there are [NUM] book to put away total but a librarian takes [NUM] of them and leaves roger with the rest . if he can fit [NUM] books on a shelf how many shelves will he need ?,how many shelves will he need ?,54 19 5,( n0 - n1 ) / n2,7
faye 's team won their baseball game and scored 68 points total . if faye scored 28 of the points and everyone else scored 8 points each how many players were on her team ?,faye 's team won their baseball game and scored [NUM] points total . if faye scored [NUM] of the points and everyone else scored [NUM] points each how many players were on her team ?,how many players were on her team ?,68 28 8,( n0 - n1 ) / n2,5
for halloween bianca received 17 pieces of candy . she ate 2 pieces then placed the rest into piles with 3 in each pile . how many piles could she make ?,for halloween bianca received [NUM] pieces of candy . she ate [NUM] pieces then placed the rest into piles with [NUM] in each pile . how many piles could she make ?,how many piles could she make ?,17 2 3,( n0 - n1 ) / n2,5
the cafeteria had 51 apples . for lunch they handed out 41 to students and decided to use the rest to make pies . if each pie takes 5 apples how many pies could they make ?,the cafeteria had [NUM] apples . for lunch they handed out [NUM] to students and decided to use the rest to make pies . if each pie takes [NUM] apples how many pies could they make ?,how many pies could they make ?,51 41 5,( n0 - n1 ) / n2,2
jerry was selling his old games . he started out with 68 but sold 4 of them . he packed the rest up putting 8 games into each box . how many boxes did he have to use ?,jerry was selling his old games . he started out with [NUM] but sold [NUM] of them . he packed the rest up putting [NUM] games into each box . how many boxes did he have to use ?,how many boxes did he have to use ?,68 4 8,( n0 - n1 ) / n2,8
there are 58 students trying out for the school 's trivia teams . if 28 of them did n't get picked for the team and the rest were put into 5 groups how many students would be in each group ?,there are [NUM] students trying out for the school 's trivia teams . if [NUM] of them did n't get picked for the team and the rest were put into [NUM] groups how many students would be in each group ?,how many students would be in each group ?,58 28 5,( n0 - n1 ) / n2,6
a new building needed 14 windows . the builder had already installed 5 of them . if it takes 4 hours to install each window how long will it take him to install the rest ?,a new building needed [NUM] windows . the builder had already installed [NUM] of them . if it takes [NUM] hours to install each window how long will it take him to install the rest ?,how long will it take him to install the rest ?,14 5 4,( n0 - n1 ) * n2,36
in a video game each enemy defeated gives you 3 points . if a level has 6 enemies total and you destroy all but 2 of them how many points would you earn ?,in a video game each enemy defeated gives you [NUM] points . if a level has [NUM] enemies total and you destroy all but [NUM] of them how many points would you earn ?,how many points would you earn ?,3 6 2,( n1 - n2 ) * n0,12
wendy earned 5 points for each bag of cans she recycled . if she had 11 bags but did n't recycle 2 of them how many points would she have earned ?,wendy earned [NUM] points for each bag of cans she recycled . if she had [NUM] bags but did n't recycle [NUM] of them how many points would she have earned ?,how many points would she have earned ?,5 11 2,( n1 - n2 ) * n0,45
adam earned 9 dollars for each lawn he mowed . if he had 12 lawns to mow but forgot to mow 8 of them how much money did he actually earn ?,adam earned [NUM] dollars for each lawn he mowed . if he had [NUM] lawns to mow but forgot to mow [NUM] of them how much money did he actually earn ?,how much money did he actually earn ?,9 12 8,( n1 - n2 ) * n0,36
a magician was selling magic card decks for 2 dollars each . if he started with 5 decks and by the end of the day he had 3 left how much money did he earn ?,a magician was selling magic card decks for [NUM] dollars each . if he started with [NUM] decks and by the end of the day he had [NUM] left how much money did he earn ?,how much money did he earn ?,2 5 3,( n1 - n2 ) * n0,4
at lunch a waiter had 10 customers and 5 of them did n't leave a tip . if he got $ 3 each from the 1 who did tip how much money did he earn ?,at lunch a waiter had [NUM] customers and [NUM] of them did n't leave a tip . if he got $ [NUM] each from the [NUM] who did tip how much money did he earn ?,how much money did he earn ?,10 5 3 1,( n0 - n1 ) * n2,15
a worksheet had 4 problems on it . if a teacher had 9 worksheets to grade and had already graded 5 of them how many more problems does she have to grade ?,a worksheet had [NUM] problems on it . if a teacher had [NUM] worksheets to grade and had already graded [NUM] of them how many more problems does she have to grade ?,how many more problems does she have to grade ?,4 9 5,( n1 - n2 ) * n0,16
dave had 10 video games but 2 of them were n't working . if he wanted to sell the working games for $ 4 each how much money could he earn ?,dave had [NUM] video games but [NUM] of them were n't working . if he wanted to sell the working games for $ [NUM] each how much money could he earn ?,how much money could he earn ?,10 2 4,( n0 - n1 ) * n2,32
at a restaurant each adult meal costs $ 8 and kids eat free . if a group of 11 people came in and 2 were kids how much would it cost for the group to eat ?,at a restaurant each adult meal costs $ [NUM] and kids eat free . if a group of [NUM] people came in and [NUM] were kids how much would it cost for the group to eat ?,how much would it cost for the group to eat ?,8 11 2,( n1 - n2 ) * n0,72
at the fair kaleb bought 6 tickets . after riding the ferris wheel he had 3 tickets left . if each ticket cost 9 dollars how much money did kaleb spend riding the ferris wheel ?,at the fair kaleb bought [NUM] tickets . after riding the ferris wheel he had [NUM] tickets left . if each ticket cost [NUM] dollars how much money did kaleb spend riding the ferris wheel ?,how much money did kaleb spend riding the ferris wheel ?,6 3 9,( n0 - n1 ) * n2,27
sam invited 9 friends to a birthday party but 6 could n't come . if he wanted to buy enough cupcakes so each person could have exactly 2 how many should he buy ?,sam invited [NUM] friends to a birthday party but [NUM] could n't come . if he wanted to buy enough cupcakes so each person could have exactly [NUM] how many should he buy ?,how many should he buy ?,9 6 2,( n0 - n1 ) * n2,6
anne had 15 sweettarts . if anne gave equal numbers of sweettarts to her 3 friends how many sweettarts did each person eat ?,anne had [NUM] sweettarts . if anne gave equal numbers of sweettarts to her [NUM] friends how many sweettarts did each person eat ?,how many sweettarts did each person eat ?,15 3,n0 / n1,5
matthew had 27 crackers . if matthew gave equal numbers of crackers to his 9 friends how many crackers did each person eat ?,matthew had [NUM] crackers . if matthew gave equal numbers of crackers to his [NUM] friends how many crackers did each person eat ?,how many crackers did each person eat ?,27 9,n0 / n1,3
